date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,main
9/7/2001,ketchup,sandwichbags,dinnerrolls,vegetables,dishwashingliquid/detergent,beef,cereals,poultry,pasta,spaghettisauce,bagels,papertowels,sandwichbags,milk,vegetables,butter,coffee/tea,toiletpaper,pasta,shampoo,eggs,vegetables,sugar,cheeses,icecream,vegetables,vegetables,yogurt,poultry,pork,cheeses,toiletpaper,,nan,vegetables
0/7/2001,icecream,tortillas,pork,cheeses,cereals,coffee/tea,cheeses,yogurt,vegetables,vegetables,shampoo,dinnerrolls,coffee/tea,waffles,vegetables,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,lunchmeat
1/7/2001,ketchup,sandwichbags,waffles,toiletpaper,pasta,individualmeals,cheeses,shampoo,icecream,pasta,individualmeals,toiletpaper,pork,poultry,fruits,pork,pork,soap,juice,ketchup,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,pork
1/7/2001,all-purpose,cheeses,shampoo,waffles,mixes,individualmeals,waffles,sandwichbags,spaghettisauce,sandwichbags,pasta,shampoo,beef,icecream,soap,juice,bagels,juice,vegetables,handsoap,waffles,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,papertowels
2/7/2001,butter,all-purpose,laundrydetergent,shampoo,coffee/tea,papertowels,soap,spaghettisauce,cheeses,vegetables,sandwichloaves,individualmeals,papertowels,dinnerrolls,toiletpaper,individualmeals,sandwichbags,milk,cereals,poultry,sugar,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,icecream
2/7/2001,icecream,individualmeals,dishwashingliquid/detergent,spaghettisauce,handsoap,eggs,soap,all-purpose,fruits,lunchmeat,sugar,individualmeals,sugar,vegetables,ketchup,cereals,sugar,lunchmeat,milk,eggs,beef,waffles,all-purpose,tortillas,eggs,vegetables,,nan,nan,nan,nan,nan,nan,nan,vegetables
2/7/2001,flour,milk,sandwichbags,vegetables,dishwashingliquid/detergent,cereals,yogurt,icecream,spaghettisauce,eggs,soda,soap,vegetables,vegetables,papertowels,coffee/tea,butter,tortillas,cheeses,vegetables,poultry,pasta,vegetables,pasta,mixes,shampoo,,nan,nan,nan,nan,nan,nan,nan,sandwichbags
3/7/2001,dinnerrolls,eggs,spaghettisauce,aluminumfoil,soda,lunchmeat,milk,milk,vegetables,toiletpaper,coffee/tea,soap,dinnerrolls,beef,soda,sugar,butter,flour,sugar,soda,individualmeals,dinnerrolls,icecream,yogurt,cheeses,cheeses,,nan,nan,nan,nan,nan,nan,nan,aluminumfoil
4/7/2001,sugar,sandwichbags,poultry,yogurt,dishwashingliquid/detergent,vegetables,individualmeals,vegetables,vegetables,soap,bagels,spaghettisauce,waffles,butter,vegetables,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,cheeses
4/7/2001,cereals,beef,sugar,coffee/tea,coffee/tea,lunchmeat,pasta,soap,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,dinnerrolls
5/7/2001,laundrydetergent,mixes,poultry,individualmeals,bagels,vegetables,tortillas,juice,laundrydetergent,waffles,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,tortillas
6/7/2001,pasta,soda,vegetables,vegetables,poultry,sandwichbags,poultry,cereals,vegetables,handsoap,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,cheeses
6/7/2001,coffee/tea,handsoap,icecream,beef,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,dinnerrolls
7/7/2001,yogurt,laundrydetergent,laundrydetergent,dinnerrolls,pasta,flour,sugar,pasta,soda,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,sandwichbags
7/7/2001,dinnerrolls,coffee/tea,sandwichloaves,ketchup,coffee/tea,beef,coffee/tea,coffee/tea,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,cheeses
8/7/2001,flour,coffee/tea,lunchmeat,spaghettisauce,cereals,sandwichloaves,vegetables,butter,flour,vegetables,icecream,papertowels,papertowels,sandwichloaves,sugar,pork,all-purpose,pork,sandwichloaves,lunchmeat,eggs,coffee/tea,individualmeals,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,vegetables
9/7/2001,shampoo,pasta,mixes,tortillas,mixes,ketchup,juice,mixes,icecream,ketchup,papertowels,laundrydetergent,fruits,mixes,cereals,coffee/tea,yogurt,lunchmeat,toiletpaper,vegetables,butter,all-purpose,yogurt,eggs,shampoo,waffles,coffee/tea,cheeses,vegetables,aluminumfoil,spaghettisauce,,nan,nan,vegetables
0/7/2001,toiletpaper,icecream,cheeses,laundrydetergent,lunchmeat,soap,all-purpose,soap,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,aluminumfoil
0/7/2001,vegetables,bagels,juice,vegetables,lunchmeat,toiletpaper,vegetables,poultry,pork,shampoo,handsoap,sandwichloaves,individualmeals,yogurt,tortillas,poultry,vegetables,milk,all-purpose,all-purpose,bagels,dinnerrolls,flour,toiletpaper,sugar,poultry,handsoap,sandwichloaves,,nan,nan,nan,nan,nan,papertowels
0/7/2001,icecream,sandwichbags,vegetables,sandwichbags,waffles,dinnerrolls,tortillas,yogurt,bagels,cereals,juice,toiletpaper,icecream,papertowels,lunchmeat,handsoap,bagels,sandwichloaves,sandwichbags,individualmeals,soap,dishwashingliquid/detergent,sandwichloaves,waffles,butter,dinnerrolls,coffee/tea,papertowels,sugar,pasta,coffee/tea,eggs,,nan,aluminumfoil
1/7/2001,soap,vegetables,poultry,sugar,beef,aluminumfoil,cereals,milk,flour,lunchmeat,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,cereals
1/8/2001,soda,beef,vegetables,vegetables,juice,vegetables,eggs,vegetables,dinnerrolls,vegetables,ketchup,sugar,fruits,sugar,milk,icecream,soda,all-purpose,toiletpaper,beef,milk,cheeses,vegetables,dishwashingliquid/detergent,,nan,nan,nan,nan,nan,nan,nan,nan,nan,pasta
2/8/2001,bagels,icecream,shampoo,sugar,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,dinnerrolls
2/8/2001,pork,waffles,vegetables,dishwashingliquid/detergent,ketchup,vegetables,individualmeals,icecream,spaghettisauce,cheeses,ketchup,fruits,handsoap,eggs,all-purpose,sandwichloaves,tortillas,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,vegetables
3/8/2001,individualmeals,aluminumfoil,dishwashingliquid/detergent,coffee/tea,dinnerrolls,coffee/tea,cheeses,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,tortillas
4/8/2001,sandwichbags,cereals,aluminumfoil,juice,soap,all-purpose,sugar,soda,juice,individualmeals,beef,sugar,pork,laundrydetergent,tortillas,beef,waffles,poultry,soda,beef,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,icecream
4/8/2001,all-purpose,poultry,juice,cereals,sugar,fruits,coffee/tea,individualmeals,dishwashingliquid/detergent,lunchmeat,soap,laundrydetergent,mixes,bagels,aluminumfoil,bagels,beef,juice,individualmeals,poultry,poultry,bagels,all-purpose,juice,cheeses,lunchmeat,butter,,nan,nan,nan,nan,nan,nan,cereals
5/8/2001,sandwichloaves,juice,icecream,poultry,vegetables,mixes,shampoo,juice,laundrydetergent,pasta,mixes,sandwichbags,vegetables,yogurt,vegetables,aluminumfoil,cheeses,fruits,spaghettisauce,ketchup,aluminumfoil,soda,bagels,individualmeals,fruits,laundrydetergent,yogurt,yogurt,milk,butter,,nan,nan,nan,spaghettisauce
6/8/2001,vegetables,juice,sandwichloaves,coffee/tea,eggs,lunchmeat,individualmeals,papertowels,sandwichbags,fruits,sandwichbags,juice,laundrydetergent,aluminumfoil,dishwashingliquid/detergent,flour,dishwashingliquid/detergent,pasta,cereals,beef,beef,yogurt,spaghettisauce,shampoo,milk,poultry,flour,poultry,dinnerrolls,,nan,nan,nan,nan,icecream
7/8/2001,beef,icecream,dinnerrolls,cereals,sandwichloaves,laundrydetergent,soap,spaghettisauce,individualmeals,laundrydetergent,sandwichloaves,sandwichbags,cheeses,soda,sugar,poultry,soap,pasta,tortillas,vegetables,aluminumfoil,juice,handsoap,laundrydetergent,,nan,nan,nan,nan,nan,nan,nan,nan,nan,milk
7/8/2001,dishwashingliquid/detergent,butter,bagels,fruits,shampoo,cheeses,all-purpose,coffee/tea,dinnerrolls,laundrydetergent,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,shampoo
8/8/2001,fruits,vegetables,soap,fruits,eggs,butter,mixes,spaghettisauce,poultry,all-purpose,dishwashingliquid/detergent,beef,cheeses,vegetables,laundrydetergent,sandwichbags,soda,icecream,lunchmeat,vegetables,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,poultry
8/8/2001,icecream,papertowels,pork,mixes,vegetables,aluminumfoil,spaghettisauce,cereals,icecream,sandwichloaves,toiletpaper,toiletpaper,eggs,vegetables,pasta,papertowels,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,vegetables
9/8/2001,sandwichloaves,milk,waffles,soda,vegetables,sugar,mixes,soda,milk,yogurt,toiletpaper,sandwichloaves,lunchmeat,individualmeals,waffles,spaghettisauce,papertowels,shampoo,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,dishwashingliquiddetergent
9/8/2001,laundrydetergent,bagels,pasta,spaghettisauce,icecream,eggs,pasta,cereals,soda,spaghettisauce,vegetables,waffles,handsoap,pork,individualmeals,dinnerrolls,papertowels,beef,shampoo,handsoap,soda,vegetables,poultry,waffles,tortillas,vegetables,soda,,nan,nan,nan,nan,nan,nan,sugar
0/8/2001,tortillas,soap,shampoo,soda,yogurt,cereals,sandwichloaves,sandwichloaves,beef,poultry,all-purpose,fruits,papertowels,tortillas,vegetables,vegetables,lunchmeat,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,sandwichloaves
1/8/2001,waffles,aluminumfoil,beef,beef,sugar,individualmeals,beef,yogurt,yogurt,fruits,pork,cereals,papertowels,beef,fruits,mixes,tortillas,cheeses,sandwichbags,laundrydetergent,laundrydetergent,dinnerrolls,coffee/tea,tortillas,lunchmeat,sandwichloaves,,nan,nan,nan,nan,nan,nan,nan,fruits
2/8/2001,shampoo,tortillas,milk,mixes,milk,coffee/tea,cereals,coffee/tea,mixes,all-purpose,soda,tortillas,beef,lunchmeat,pork,poultry,soda,poultry,waffles,dishwashingliquid/detergent,fruits,sandwichbags,yogurt,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,aluminumfoil
3/8/2001,lunchmeat,soap,soda,handsoap,butter,milk,lunchmeat,lunchmeat,icecream,butter,lunchmeat,dishwashingliquid/detergent,laundrydetergent,papertowels,tortillas,coffee/tea,mixes,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,sandwichbags
3/8/2001,aluminumfoil,coffee/tea,spaghettisauce,lunchmeat,cheeses,spaghettisauce,soda,sugar,spaghettisauce,icecream,pasta,vegetables,flour,laundrydetergent,all-purpose,vegetables,vegetables,butter,waffles,handsoap,dishwashingliquid/detergent,coffee/tea,juice,bagels,shampoo,poultry,beef,pasta,dinnerrolls,milk,toiletpaper,dinnerrolls,,nan,shampoo
3/8/2001,fruits,coffee/tea,beef,lunchmeat,vegetables,sandwichloaves,juice,individualmeals,yogurt,pasta,handsoap,cheeses,waffles,vegetables,butter,shampoo,soap,sandwichbags,cereals,yogurt,bagels,laundrydetergent,cheeses,shampoo,spaghettisauce,coffee/tea,beef,vegetables,sandwichloaves,,nan,nan,nan,nan,mixes
3/8/2001,cheeses,toiletpaper,toiletpaper,juice,all-purpose,fruits,lunchmeat,sugar,beef,toiletpaper,sugar,pork,beef,laundrydetergent,cereals,lunchmeat,flour,laundrydetergent,shampoo,soap,waffles,coffee/tea,pork,pork,coffee/tea,dinnerrolls,individualmeals,soap,yogurt,pork,sugar,juice,bagels,,milk
4/8/2001,cereals,individualmeals,handsoap,soda,juice,pork,eggs,tortillas,tortillas,flour,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,pork
5/8/2001,milk,dishwashingliquid/detergent,flour,yogurt,milk,all-purpose,all-purpose,waffles,mixes,cheeses,cheeses,handsoap,aluminumfoil,vegetables,vegetables,pork,vegetables,fruits,lunchmeat,dinnerrolls,vegetables,cheeses,cheeses,icecream,papertowels,laundrydetergent,sandwichbags,sugar,spaghettisauce,,nan,nan,nan,nan,soda
6/8/2001,vegetables,toiletpaper,juice,waffles,bagels,vegetables,vegetables,dishwashingliquid/detergent,beef,dinnerrolls,sandwichbags,sandwichloaves,pork,yogurt,dinnerrolls,all-purpose,individualmeals,yogurt,shampoo,pasta,vegetables,butter,vegetables,cereals,papertowels,soda,eggs,sandwichloaves,soda,beef,,nan,nan,nan,flour
6/8/2001,lunchmeat,aluminumfoil,shampoo,dinnerrolls,toiletpaper,sugar,soda,milk,individualmeals,soda,vegetables,spaghettisauce,milk,soda,pork,soda,yogurt,shampoo,sandwichloaves,pasta,bagels,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,yogurt
7/8/2001,juice,coffee/tea,shampoo,pasta,dishwashingliquid/detergent,handsoap,soap,pasta,all-purpose,sandwichloaves,sandwichbags,ketchup,waffles,cereals,fruits,soap,tortillas,soap,tortillas,fruits,cereals,waffles,tortillas,lunchmeat,bagels,soap,,nan,nan,nan,nan,nan,nan,nan,handsoap
8/8/2001,yogurt,lunchmeat,soap,individualmeals,vegetables,shampoo,aluminumfoil,milk,waffles,soap,papertowels,flour,shampoo,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,icecream
8/8/2001,fruits,soda,pork,yogurt,shampoo,sandwichloaves,sandwichbags,sugar,vegetables,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ketchup
8/8/2001,soda,cheeses,pasta,sandwichbags,bagels,sugar,beef,butter,all-purpose,all-purpose,sandwichloaves,juice,toiletpaper,pork,butter,cheeses,tortillas,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,butter
9/8/2001,aluminumfoil,soda,spaghettisauce,cheeses,cheeses,sandwichbags,vegetables,vegetables,cheeses,toiletpaper,waffles,vegetables,all-purpose,flour,soap,ketchup,sandwichbags,waffles,ketchup,tortillas,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,mixes
9/8/2001,waffles,vegetables,soap,icecream,lunchmeat,individualmeals,all-purpose,pasta,papertowels,juice,vegetables,poultry,spaghettisauce,aluminumfoil,dinnerrolls,papertowels,dinnerrolls,shampoo,bagels,sandwichloaves,bagels,soap,pasta,laundrydetergent,aluminumfoil,soda,yogurt,fruits,laundrydetergent,lunchmeat,pork,vegetables,spaghettisauce,,vegetables
9/8/2001,soap,bagels,tortillas,eggs,sandwichbags,poultry,toiletpaper,dishwashingliquid/detergent,pork,cheeses,spaghettisauce,vegetables,fruits,sandwichbags,individualmeals,soda,dishwashingliquid/detergent,individualmeals,vegetables,soda,individualmeals,vegetables,toiletpaper,cheeses,handsoap,poultry,coffee/tea,laundrydetergent,toiletpaper,milk,vegetables,cereals,,nan,yogurt
0/8/2001,laundrydetergent,pasta,handsoap,eggs,milk,handsoap,waffles,beef,bagels,sandwichbags,soda,juice,soap,cereals,ketchup,aluminumfoil,sugar,dinnerrolls,vegetables,tortillas,waffles,sandwichloaves,individualmeals,yogurt,cereals,,nan,nan,nan,nan,nan,nan,nan,nan,laundrydetergent
0/8/2001,all-purpose,ketchup,yogurt,icecream,soda,icecream,vegetables,vegetables,laundrydetergent,icecream,vegetables,spaghettisauce,soap,vegetables,waffles,juice,aluminumfoil,spaghettisauce,dinnerrolls,toiletpaper,poultry,sandwichloaves,individualmeals,mixes,papertowels,all-purpose,mixes,,nan,nan,nan,nan,nan,nan,spaghettisauce
1/8/2001,coffee/tea,sandwichloaves,juice,bagels,individualmeals,juice,spaghettisauce,shampoo,butter,sandwichbags,tortillas,poultry,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,vegetables
1/8/2001,juice,tortillas,aluminumfoil,fruits,icecream,eggs,milk,bagels,cereals,shampoo,icecream,beef,pork,individualmeals,fruits,papertowels,handsoap,soda,papertowels,ketchup,sandwichloaves,sandwichbags,toiletpaper,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,aluminumfoil
2/8/2001,aluminumfoil,fruits,icecream,sandwichloaves,tortillas,cereals,cereals,papertowels,aluminumfoil,vegetables,cereals,toiletpaper,cereals,milk,mixes,sugar,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,allpurpose
2/8/2001,poultry,yogurt,eggs,soap,sugar,icecream,shampoo,yogurt,waffles,milk,bagels,soda,bagels,cereals,yogurt,soap,lunchmeat,waffles,dishwashingliquid/detergent,vegetables,sandwichbags,milk,fruits,soap,milk,butter,laundrydetergent,sandwichloaves,yogurt,milk,bagels,vegetables,,nan,cereals
2/8/2001,individualmeals,beef,lunchmeat,icecream,individualmeals,cheeses,vegetables,vegetables,coffee/tea,cereals,eggs,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,aluminumfoil
3/8/2001,bagels,poultry,yogurt,aluminumfoil,mixes,cheeses,laundrydetergent,vegetables,vegetables,pork,waffles,vegetables,sandwichbags,ketchup,shampoo,cheeses,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,fruits
4/8/2001,icecream,poultry,mixes,aluminumfoil,pasta,laundrydetergent,laundrydetergent,sugar,cereals,vegetables,pork,spaghettisauce,mixes,flour,yogurt,butter,poultry,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,milk
5/8/2001,yogurt,sugar,yogurt,ketchup,tortillas,mixes,juice,bagels,coffee/tea,icecream,shampoo,dinnerrolls,all-purpose,butter,individualmeals,coffee/tea,icecream,flour,lunchmeat,spaghettisauce,sugar,bagels,icecream,cheeses,poultry,,nan,nan,nan,nan,nan,nan,nan,nan,tortillas
6/8/2001,toiletpaper,juice,sugar,shampoo,eggs,waffles,icecream,handsoap,beef,vegetables,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,juice
7/8/2001,shampoo,laundrydetergent,spaghettisauce,mixes,sandwichloaves,aluminumfoil,juice,cereals,eggs,shampoo,poultry,juice,yogurt,cereals,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,soap
8/8/2001,mixes,milk,soda,poultry,sugar,milk,sandwichbags,fruits,bagels,sugar,laundrydetergent,tortillas,poultry,sugar,ketchup,fruits,lunchmeat,vegetables,dishwashingliquid/detergent,pork,laundrydetergent,papertowels,milk,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,spaghettisauce
9/8/2001,eggs,fruits,individualmeals,tortillas,flour,icecream,aluminumfoil,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,flour
0/8/2001,toiletpaper,sandwichbags,bagels,waffles,cereals,mixes,dishwashingliquid/detergent,lunchmeat,cheeses,sandwichloaves,tortillas,flour,soda,cheeses,mixes,toiletpaper,individualmeals,all-purpose,pork,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,butter
1/8/2001,waffles,spaghettisauce,poultry,vegetables,beef,vegetables,flour,coffee/tea,ketchup,vegetables,cereals,pasta,eggs,spaghettisauce,dinnerrolls,cheeses,juice,pasta,lunchmeat,handsoap,butter,vegetables,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,aluminumfoil
1/9/2001,butter,eggs,aluminumfoil,cereals,cheeses,fruits,aluminumfoil,cereals,dinnerrolls,aluminumfoil,mixes,pork,soap,shampoo,sugar,vegetables,pasta,tortillas,pasta,flour,milk,aluminumfoil,sugar,vegetables,,nan,nan,nan,nan,nan,nan,nan,nan,nan,laundrydetergent
1/9/2001,dishwashingliquid/detergent,cereals,fruits,pasta,ketchup,poultry,aluminumfoil,aluminumfoil,individualmeals,yogurt,waffles,butter,papertowels,all-purpose,ketchup,soda,soap,soap,individualmeals,soda,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,pork
2/9/2001,dishwashingliquid/detergent,poultry,dinnerrolls,bagels,fruits,shampoo,ketchup,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,dishwashingliquiddetergent
3/9/2001,beef,shampoo,vegetables,waffles,lunchmeat,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,bagels
4/9/2001,vegetables,dinnerrolls,handsoap,waffles,vegetables,butter,vegetables,flour,beef,icecream,butter,individualmeals,vegetables,cheeses,flour,sugar,vegetables,soda,lunchmeat,handsoap,cereals,eggs,laundrydetergent,yogurt,eggs,,nan,nan,nan,nan,nan,nan,nan,nan,cheeses
4/9/2001,bagels,poultry,dishwashingliquid/detergent,coffee/tea,eggs,bagels,mixes,all-purpose,bagels,icecream,soda,vegetables,vegetables,sandwichloaves,soda,all-purpose,cheeses,cheeses,bagels,individualmeals,poultry,waffles,sugar,soda,aluminumfoil,icecream,vegetables,ketchup,shampoo,,nan,nan,nan,nan,waffles
5/9/2001,spaghettisauce,lunchmeat,dinnerrolls,mixes,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,vegetables
6/9/2001,sandwichloaves,yogurt,spaghettisauce,aluminumfoil,poultry,soda,flour,flour,ketchup,individualmeals,cheeses,vegetables,toiletpaper,soap,all-purpose,toiletpaper,juice,beef,shampoo,vegetables,all-purpose,dinnerrolls,cheeses,ketchup,eggs,soda,beef,milk,poultry,pasta,milk,poultry,vegetables,,vegetables
6/9/2001,dishwashingliquid/detergent,vegetables,poultry,vegetables,milk,mixes,bagels,sandwichloaves,pasta,icecream,individualmeals,handsoap,lunchmeat,dishwashingliquid/detergent,dishwashingliquid/detergent,papertowels,handsoap,fruits,beef,aluminumfoil,eggs,cereals,beef,dinnerrolls,waffles,dinnerrolls,spaghettisauce,,nan,nan,nan,nan,nan,nan,yogurt
7/9/2001,cereals,waffles,tortillas,spaghettisauce,toiletpaper,dishwashingliquid/detergent,toiletpaper,individualmeals,pork,toiletpaper,poultry,spaghettisauce,handsoap,fruits,pork,dishwashingliquid/detergent,shampoo,toiletpaper,beef,juice,shampoo,toiletpaper,lunchmeat,waffles,vegetables,spaghettisauce,ketchup,poultry,,nan,nan,nan,nan,nan,yogurt
7/9/2001,bagels,individualmeals,sandwichbags,vegetables,vegetables,vegetables,ketchup,laundrydetergent,soda,shampoo,flour,tortillas,yogurt,waffles,laundrydetergent,laundrydetergent,cereals,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,vegetables
8/9/2001,icecream,tortillas,soda,handsoap,tortillas,bagels,sandwichbags,sandwichbags,milk,sandwichbags,shampoo,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,juice
8/9/2001,sugar,waffles,ketchup,fruits,butter,flour,dinnerrolls,vegetables,vegetables,spaghettisauce,aluminumfoil,eggs,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,tortillas
9/9/2001,sandwichloaves,papertowels,lunchmeat,sandwichloaves,flour,laundrydetergent,soda,tortillas,soda,waffles,papertowels,sugar,vegetables,dinnerrolls,individualmeals,all-purpose,vegetables,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,dishwashingliquiddetergent
9/9/2001,yogurt,cheeses,coffee/tea,coffee/tea,vegetables,dinnerrolls,cereals,dinnerrolls,laundrydetergent,lunchmeat,vegetables,lunchmeat,tortillas,cereals,vegetables,coffee/tea,juice,bagels,laundrydetergent,ketchup,yogurt,aluminumfoil,pork,sandwichbags,shampoo,,nan,nan,nan,nan,nan,nan,nan,nan,eggs
0/9/2001,sugar,toiletpaper,soap,lunchmeat,butter,sugar,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,shampoo
1/9/2001,sandwichloaves,soap,soap,sandwichloaves,laundrydetergent,milk,eggs,icecream,pork,toiletpaper,soda,sandwichloaves,mixes,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,tortillas
1/9/2001,icecream,laundrydetergent,juice,cereals,icecream,coffee/tea,ketchup,all-purpose,shampoo,soda,milk,dinnerrolls,vegetables,tortillas,dinnerrolls,lunchmeat,dishwashingliquid/detergent,spaghettisauce,milk,yogurt,eggs,papertowels,vegetables,lunchmeat,sandwichloaves,yogurt,,nan,nan,nan,nan,nan,nan,nan,toiletpaper
1/9/2001,vegetables,fruits,vegetables,beef,ketchup,milk,papertowels,milk,soap,vegetables,soda,all-purpose,waffles,pork,poultry,beef,aluminumfoil,vegetables,fruits,vegetables,eggs,soda,spaghettisauce,icecream,toiletpaper,sugar,pasta,ketchup,vegetables,tortillas,handsoap,milk,all-purpose,,ketchup
1/9/2001,yogurt,soda,soap,waffles,aluminumfoil,soap,pork,cereals,coffee/tea,papertowels,cheeses,eggs,flour,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,soda
2/9/2001,sugar,milk,coffee/tea,handsoap,aluminumfoil,dinnerrolls,poultry,mixes,laundrydetergent,butter,vegetables,ketchup,lunchmeat,butter,icecream,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,dinnerrolls
